corpus;text
281;MR STUART AND DR BURDON SPECULATE ON THE POSSIBILITY THAT THE HIGH FREQUENCY OF THE CYSTIC FIBROSIS GENE AMONG CAUCASIANS MAY BE DUE TO THE HETEROZYGOTES HAVING SOME ADVANTAGE IN BIOLOGICAL FITNESS OVER NORMAL HOMOZYGOTES THEY SUGGEST THAT THIS MIGHT BE DUE TO INCREASED RESISTANCE TO TYPHUS ONCE ENDEMIC IN EUROPE ON THE BASIS OF THE WELL KNOWN IMMUNOLOGICAL CROSS REACTIVITY BETWEEN THE CAUSATIVE ORGANISM RICKETTSIA PROWAZEKI AND CERTAIN STRAINS OF THE SPECIES PROTEUS VULGARIS WHICH IS AGGLUTINATED BY SERA FROM CYSTIC FIBROSIS PATIENTS AND HETEROZYGOTES HOWEVER THERE IS NO EVIDENCE THAT THIS AGGLUTINATION IS AN IMMUNOLOGICAL REACTION IT APPEARS MICROSCOPICALLY TO BE ASSOCIATED WITH DISORGANISATION AND INHIBITION OF THE BACTERIAL FLAGELLAE LEADING TO CLUMPING OF THE ORGANISMS AS SUCH IT IS PROBABLY ANALOGOUS TO THE EFFECT ON CILIA OF RABBIT TRACHEA AND OYSTER OR MUSSEL GILLS THE CILIA FACTOR ALTHOUGH ASSOCIATED WITH IGG IS NOW KNOWN NOT TO BE IGG ITSELF AND MAY WELL BE THE C A COMPONENT OF COMPLEMENT THESE AND OTHER OBSERVATIONS SUCH AS THOSE ON SALIVARY AND SWEAT GLAND SECRETIONS AND ON SODIUM FLUX SUGGEST THAT ALL THESE PHENOMENA ARE MEMBRANE RATHER THAN IMMUNOLOGICAL EFFECTS ALTHOUGH IT IS POSSIBLE THAT A PROTEUS FLAGELLA ANTIGEN COULD ALSO BE THE BINDING SITE FOR THE CILIA FACTOR THIS SEEMS IMPROBABLE AN ALTERNATIVE HYPOTHESIS IS THAT HETEROZYGOTES FOR THE CYSTIC FIBROSIS GENE HAVE INCREASED RESISTANCE TO TUBERCULOSIS THIS WOULD MEET THE REQUIREMENT OF A COMMON DISEASE RECENTLY ENDEMIC IN EUROPE AT LEAST AS WELL AS TYPHUS AND IS SUGGESTED BY INDIRECT EVIDENCE FROM A FAMILY STUDY DEMONSTRATING A SIGNIFICANTLY LOWER INCIDENCE OF TUBERCULOSIS AMONG THE PARENTS OF CYSTIC FIBROSIS PATIENTS THAN AMONG PARENTS OF CONTROLS
282;FEW ANTIBIOTICS HAVE THERAPEUTIC VALUE AGAINST PSEUDOMONAS AERUGINOSA AND EACH OF THEM HAS SHORTCOMINGS IT IS THEREFORE IMPORTANT TO TRY AND PREVENT PSEUDOMONAS INFECTION IN PATIENTS WITH SEVERE BURNS IMMUNODEFICIENCY CYSTIC FIBROSIS AND OTHER CONDITIONS OR METHODS OF TREATMENT THAT MAKE THEM PARTICULARLY SUSCEPTIBLE TO INVASION BY THESE BACTERIA
283;THE NATURE OF THE METABOLIC DEFECT IN CYSTIC FIBROSIS C F IS UNKNOWN WE THEREFORE UNDERTOOK TO STUDY FATTY ACID OXIDATION BETA OXIDATION IN PATIENTS WITH C F THERE WAS NO SIGNIFICANT DIFFERENCE IN THE RESULTS OBTAINED IN CONTROLS AND EITHER AFFECTED INDIVIDUALS OR HETEROZYGOUS CARRIERS ALL THE VALUES IN THE AFFECTED INDIVIDUALS LAY WITHIN THE NORMAL RANGE UNLESS FOR SOME SPECIAL REASON THE DEFECT IS NOT EXPRESSED IN LEUKOCYTES THESE RESULTS INDICATE THAT THE METABOLIC PATHWAY INVOLVED IN FATTY ACID OXIDATION BETA OXIDATION IS INTACT IN C F IT THEREFORE SEEMS UNLIKELY THAT THE REPORTED DEFICIENCY OF CERTAIN ESSENTIAL FATTY ACIDS IN C F IS THE RESULT OF A DEFECT IN FATTY ACID METABOLISM
284;WE BELIEVE THAT SERUM LEVELS OF INDIVIDUAL COMPLEMENT COMPONENTS IN CHILDREN CANNOT BE MEANINGFULLY INTERPRETED UNLESS THEY ARE COMPARED WITH NORMAL VALUES OBTAINED FROM AGE MATCHED CONTROLS IN A STUDY OF HEALTHY INFANTS AND CHILDREN WE FOUND A STATISTICALLY SIGNIFICANT CORRELATION OF C LEVELS WITH AGE BUT NOT WITH SEX OR RACE AND WE ALSO FOUND A WIDE RANGE OF VALUES WITHIN ANY GIVEN AGE GROUP IN CONTRAST TO PREVIOUS REPORTS WE DID NOT FIND RAISED C LEVELS IN THE MAJORITY OF OUR C F PATIENTS WHEN THE VALUES WERE COMPARED WITH PROJECTED GROUP MEAN VALUES FOR THE APPROPRIATE AGE AND WE DID NOT FIND A SIGNIFICANT ELEVATION OF THE MEAN C LEVEL FOR THE C F PATIENTS IN ANY OF THE AGE GROUPS TESTED
285;IN A RECENT STUDY WE ATTEMPTED TO ASSESS THE PERSONALITY CHARACTERISTICS OF BOTH MOTHERS AND FATHERS OF CHILDREN WITH CYSTIC FIBROSIS IN ALL MORE THAN SUCH PARENTS WERE INTERVIEWED DURING THE COURSE OF THE INTERVIEW THE TAYLOR MANIFEST ANXIETY SCALE FOULDES PERSONALITY INVENTORY AND THE PF TEST FORM A WERE USED IT WAS APPARENT THAT THESE PARENTS REPRESENTED A WIDE RANGE OF PERSONALITY TYPES AND DIFFERED IN NO WAY FROM THE GENERAL POPULATION
286;PATIENTS WITH PROVEN CYSTIC FIBROSIS AND A WIDE VARIETY OF SCHWACHMAN CLINICAL SCORES WERE STUDIED AND THE CONTROLS WERE HEALTHY CHILDREN UNDERGOING MINOR ELECTIVE SURGICAL PROCEDURES THE RESULTS SHOW THAT FOR CHILDREN WITH CYSTIC FIBROSIS THERE ARE NOT ONLY DECREASED PROPORTIONS OF ESSENTIAL FATTY ACIDS BUT THAT OMEGA IS FOUND IN ALL CASES OUR RESULTS SUGGEST THAT THERE IS NO INTRINSIC DEFECT OF THE DESATURATING SYSTEM IN CYSTIC FIBROSIS AND THAT THE PATTERN OF ESSENTIAL FATTY ACID DEFICIENCY IS ENTIRELY SIMILAR TO THAT FOUND IN DIETARY DEFICIENCY OF ESSENTIAL FATTY ACIDS A FURTHER SIGNIFICANT FINDING IS THE OCCURANCE IF OMEGA IN APPARENTLY HEALTHY CHILDREN PARTICULARLY THE VERY YOUNG THIS IS PROBABLY DIET RELATED AND EMPHASISES THE YOUNG CHILD S VERY LARGE REQUIREMENT FOR ESSENTIAL FATTY ACIDS FOR MEMBRANE SYNTHESIS THE NEED FOR ADEQUATE POLYUNSATURATED FATTY ACIDS IN CHILDHOOD CANNOT BE OVERSTATED WHETHER THEY BE FOR NORMAL MEMBRANE SYNTHESIS OR LOWERING OF SERUM LIPIDS GIVING POSSIBLE PROTECTION AGAINST CARDIOVASCULAR DISEASE
287;IN THREE LITERATURE REPORTS THE LINOLEIC ACID L A LEVELS FOR CYSTIC FIBROSIS C F COMPARED TO CONTROLS ARE ALWAYS MORE SIGNIFICANTLY LOWER THAN ARACHIDONIC ACID A A SIMILARLY THE PERCENTAGE LOWERING IS ALSO MORE FOR L A THAN A A THERE IS THUS NO OVERWHELMING EVIDENCE FOR A BLOCKED OR ABSENT DESATURASE AND THE CAUSE OF THE E F A DEFICIENCY MUST BE ELSEWHERE WE HAVE FOUND UP TO OF THE TOTAL FATTY ACIDS IN BOTH SERUM AND RED CELLS TO BE C OMEGA ALL OF OUR C F PATIENTS HAVE SHOWN THIS ACID AT SOME STAGE AND FOR MOST IT IS A PERMANENT FEATURE OF THEIR FATTY ACID PROFILE IT HAS BEEN REPORTED THAT C OMEGA WOULD PROBABLY ACT AS AN INHIBITOR OF PROSTAGLANDIN FORMATION FROM A A AND IT IS INTERESTING TO CONJECTURE ON WHETHER THIS COULD ACCOUNT FOR SOME OF THE SYMPTOMS OF C F C OMEGA WOULD ALSO BE INCORPORATED INTO P I AND COULD THEN ALTER MEMBRANE PROPERTIES
288;IN AN INVESTIGATION OF THE EFFECTS OF INTESTINAL MALABSORPTION ON PLASMA LIPIDS WE COMPARED THE FATTY ACID COMPOSITION OF THE SERUM LECITHIN OF PATIENTS WITH MALABSORPTION FROM A VARIETY OF DIFFERENT CAUSES AND FOUND SIMILAR CHANGES IRRESPECTIVE OF THE UNDERLYING CAUSE OF THE MALABSORPTION THE ONLY EXCEPTION TO THIS WAS THAT CLASSICAL E F A DEFICIENCY WAS FOUND ONLY IN PATIENTS WHOSE MALABSORPTION WAS DUE TO MASSIVE SMALL BOWEL RESECTION ALL OTHER CAUSES OF MALABSORPTION GAVE RISE TO CHANGES IDENTICAL TO THOSE FOUND BY OTHER WORKERS IN C F THERE IS THUS NO REASON TO POSTULATE AN ADDITIONAL METABOLIC ABNORMALITY SPECIFIC TO C F THE RELATIVELY NORMAL AMOUNTS OF ARACHIDONIC ACID REPORTED IN SOME E F A DEFICIENT PATIENTS MAY NOT BE ENTIRELY DUE TO ARACHIDONIC ACID
289;SAMUELS AND ELLIOTT HAVE DESCRIBED A NEW TECHNIQUE FOR DETECTING CYSTIC FIBROSIS C F AND THE HETEROZYGOTE FOR C F WE HAVE TESTED THIS TECHNIQUE IN DETAIL ON A SMALLER NUMBER OF PATIENTS ALTHOUGH THE NUMBER OF SAMPLES TESTED IN OUR STUDY IS SMALL RESULTS SUGGEST THAT THIS TECHNIQUE IS NOT LIKELY TO BE SUCCESSFUL IN DETECTION OF HETEROZYGOTES FOR C F
290;MR RIVERS AND MR HASSAM PROPOSE THAT THE SUBNORMAL LEVELS OF LINOLEIC ACID FOUND IN THE PLASMA PHOSPHOLIPIDS OF PATIENTS WITH CYSTIC FIBROSIS ARE DUE TO MALABSORPTION TO SUBSTANTIATE THEIR HYPOTHESIS THEY DEDUCE THAT THE REMARKABLE REMISSION OBSERVED IN A CYSTIC FIBROSIS PATIENT GIVEN INTRAVENOUS INTRALIPID WAS DUE NOT TO THE CONTENT OF THE TRIGLYCERIDE COMPONENT OF THE FAT EMULSION BUT TO THE CONTENT OF ITS PHOSPHOLIPID COMPONENT NOT AS THEY STATE THIS EXPLANATION SEEMS UNLIKELY IN VIEW OF THE RELATIVELY SMALL PROPORTION OF IN INTRALIPID PHOSPHOLIPID ESPECIALLY SINCE INTRAVENOUS ADMINISTRATION OF INTRALIPID PHOSPHOLIPID TO HEALTHY SUBJECTS DECREASES BOTH THE AND CONTENT OF THEIR PLASMA PHOSPHOLIPIDS COMPARISON OF THE EFFECTS OF COMPLETE INTRALIPID VERSUS INTRALIPID PHOSPHOLIPID ON THE LEVEL OF IN THE PLASMA PHOSPHOLIPIDS OF PATIENTS WITH CYSTIC FIBROSIS WOULD SOON DETERMINE WHETHER THEY LACK THE ABILITY TO DESATURATE TO
291;FOR SOME TIME NOW WE HAVE BEEN USING A SCREENING TEST FOR CYSTIC FIBROSIS BASED ON LEVELS OF STOOL TRYPSIN AND CHYMOTRYPSIN ON THE FOURTH DAY OF LIFE ONE INTERESTING OBSERVATION IS THE NUMBER OF PREMATURE BABIES WHO HAVE LITTLE OR NO PANCREATIC TRYPSIN OR CHYMOTRYPSIN AT THIS TIME FOR EXAMPLE OF THE BABIES TESTED FROM ST HELEN S MATERNITY HOSPITAL BETWEEN JUNE AND APRIL WERE CLASSIFIED AS PREMATURE IN THE BIRTH RECORDS BOOK SAMPLES WERE RECEIVED FOR ONLY OF THESE BABIES OF THESE BABIES HAD STOOL TRYPSIN LEVELS OF MICROG PER G COMPARED WITH ONLY OF THE OTHER BABIES TESTED DURING THIS PERIOD AS MAY BE EXPECTED THE LOWER BIRTH WEIGHT BABIES TEND TO HAVE LOWER STOOL ENZYME CONCENTRATIONS WE FEEL THAT OUR DATA INDICATE THAT AT LEAST SOME PREMATURE BABIES WOULD BENEFIT FROM PANCREATIC ENZYME SUPPLEMENTATION OR PREDIGESTED FOODS IN THE FIRST FEW DAYS AFTER BIRTH
292;CYSTIC FIBROSIS C F IS CHARACTERISED BY LOW SERUM LEVELS OF ESSENTIAL FATTY ACIDS E F A HOWEVER THE FATTY ACID PATTERN DOES NOT TOTALLY RESEMBLE THAT OF DIETARY E F A DEFICIENCY THE DIFFERENCES SUGGEST A REDUCTION IN THE DESATURATION OF E F S IT IS NOT KNOWN WHETHER THIS DEFECT IS THE PRIMARY LESION IN C F OR IS THE RESULT OF TISSUE DAMAGE IN THE DISEASE IT IS PROPOSED THAT C F PATIENTS MIGHT HAVE INCREASED LINOLEIC ACID REQUIREMENTS AND POSSIBLY SPECIFIC REQUIREMENTS FOR ITS DESATURATION PRODUCTS
293;WE HAVE DEVELOPED A NEW TECHNIQUE FOR DETECTING CYSTIC FIBROSIS C F AND THE HETEROZYGOTE OF C F THE ASSAY CAN BE DONE BY ANY LABORATORY HAVING AN AGGREGOMETER FOR MEASURING PLATELET AGGREGATION QUANTITATION OF THE RESULTS IS OBTAINED BY COMPARING THE TRANSMITTANCE RECORDED WHEN ONLY A D P IS ADDED TO PLATELET RICH PLASMA P R P IN C F PATIENTS AND KNOWN HETEROZYGOTES THIS RATIO IS TIMES HIGHER THAN IN HEALTHY SUBJECTS WE HAVE TESTED P R P FROM HEALTHY PEOPLE PATIENTS WITH C F AND KNOWN HETEROZYGOTES WE COULD DETECT ALL C F PATIENTS AND OF THE KNOWN HETEROZYGOTES
294;IT HAD BEEN NOTICED THAT IN CASES OF CYSTIC FIBROSIS THE PALMAR SKIN OF THE FINGERS AND THE PLANTAR SKIN OF THE TOES WRINKLED VERY QUICKLY WHEN IMMERSED IN WATER ALMOST WITHOUT EXCEPTION THE CHILDREN WITH CYSTIC FIBROSIS HAD NOTICEABLE WRINKLING OF THE FINGERS WITHIN MIN OF IMMERSION IN HAND HOT WATER WHEREAS NORMAL CHILDREN SHOWED NO OR MINIMAL WRINKLING AFTER MIN THIS WRINKLING IS DUE TO AN EXCESS OF SALT IN THE SKIN WHICH INCREASES WATER BINDING CAPACITY OF KERATIN THE TEST WOULD THUS APPEAR TO PROVIDE A SIMPLE AND CHEAP SCREENING METHOD FOR CYSTIC FIBROSIS BUT ONE THAT MAY NOT BE ABSOLUTELY RELIABLE
295;THE ADMINISTRATION OF PHARMACOLOGIC QUANTITIES OF IODINE SUCH AS IODIDES FOR THE TREATMENT OF PULMONARY DISEASE ORGANIC IODINE PRESENT IN MEDICATIONS AND X RAY CONTRAST DYES AND THE INGESTION OF IODINE RICH NATURAL FOODS MAY RESULT IN GOITER HYPOTHYROIDISM OR HYPERTHYROIDISM ESPECIALLY IN PATIENTS WITH UNDERLYING THYROID DISEASE MEDICATIONS CONTAINING IODIDE MAY INDUCE HYPOTHROIDISM IN EUTHYROID PATIENTS WITH HASHIMOTO S THYROIDITIS I OR SURGICALLY TREATED GRAVES DISEASE OR FOLLOWING HEMITHYROIDECTOMY FOR NODULES AND THEY MAY INDUCE HYPERTHYROIDISM IN PATIENTS WITH ENDEMIC IODINE DEFICIENT GOITER AUTONOMOUS NODULES OR NONTOXIC NODULAR GOITER OR IN PATIENTS RECENTLY TREATED WITH ANTITHYROID DRUGS FOR GRAVES DISEASE RARELY HYPOTHYROIDISM OR HYPERTHYROIDISM MAY DEVELOP IN PATIENTS WITH COMPLETELY NORMAL THYROID FUNCTION DURING ADMINISTRATION OF IODIDE THE ETIOLOGY OF IODIDE INDUCED GOITER AND HYPOTHYROIDISM IN PATIENTS WITH CYSTIC FIBROSIS REMAINS OBSCURE IODIDE INDUCED MYXEDEMA MAY ALSO OCCUR IN PATIENTS RECEIVING DRUGS WHICH ALTER THYROID FUNCTION SUCH AS LITHIUM PHENAZONE AND SULFISOXAZOLE FINALLY IODIDES DO HAVE A ROLE IN THE TREATMENT OF HYPERTHYROIDISM BUT THEIR USE SHOULD PROBABLY BE RESTRICTED TO THYROID STORM PREOPERATIVE PREPARATION OF THE HYPERTHYROID PATIENT AND FOLLOWING I TREATMENT
296;VITAMIN E HAS BEEN CLAIMED TO PREVENT AMELIORATE OR CURE SKIN DISEASE WARTS ULCERS STRABISMUS BALDNESS FROSTBITE ARTHRITIS JAUNDICE MUSCULAR DYSTROPHY DIABETES LIVER DYSFUNCTION THYROID DISEASE SEXUAL IMPOTENCE AND AGING THE VITAMIN HAS RECENTLY BEEN ADDED TO COSMETICS USED AS A DEODORANT AND ALLEGED TO BE AN EFFECTIVE ANTIDOTE TO AIR POLLUTION THERE IS NO EVIDENCE THAT LARGE DOSES OF VITAMIN E ARE EFFECTIVE FOR THE PREVENTION OR TREATMENT OF HEART DISEASE OR ANY OTHER HUMAN DISORDER EXCEPT IN PREMATURE INFANTS AND POSSIBLY IN PATIENTS WITH DISEASES THAT IMPAIR FAT ABSORPTION ADVERSE EFFECTS THOUGH RARE HAVE RESULTED FROM INGESTION OF LARGE DOSES OF VITAMIN E
297;CYSTIC FIBROSIS CF IS A GENERALIZED DISORDER OF THE EXOCRINE GLANDS INHERITED AS A RECESSIVE GENETIC TRAIT THE DISEASE WAS MORE FULLY DESCRIBED AS A SPECIFIC ENTITY IN WITH A PATHOLOGY OF DILATED DUCTS AND FIBROTIC CHANGES IN THE PANCREAS AND COPIOUS SECRETORY INTRALUMINAL OBSTRUCTION OF THE BRONCHIAL TREE THE SYMPTOMS PREDOMINATELY INVOLVE THE GASTROINTESTINAL TRACT AS MORE FREQUENT BULKY MALFORMED AND MALODOROUS STOOLS AND THE RESPIRATORY SYSTEM AS COUGH WHEEZING AND SIGNS OF CHRONIC RESPIRATORY OBSTRUCTION IN CERTAIN INSTANCES ONLY ONE OF THESE TWO SYSTEMS WILL HAVE MANIFEST SYMPTOMS AND SIGNS AN INCREASED CONCENTRATION OF SODIUM AND CHLORIDE IN THE SWEAT WAS DISCOVERED IN THE ELEVATED SALT CONCENTRATION OF THE SWEAT HAS PROVEN TO BE A RELIABLE DIAGNOSTIC TOOL TO CONFIRM THE PRESENCE OF THE DISEASE FEW DISEASES PRESENT IN SO MANY DIFFERENT FORMS DEGREES OF SEVERITY AND AT DIFFERENT AGES AS DOES CF ALL PRESENT TREATMENTS FOR CYSTIC FIBROSIS ARE ESSENTIALLY SYMPTOMATIC SINCE THE STUDY OF FAMILIES HAVING A CHILD WITH CYSTIC FIBROSIS HAS SHOWN AN INCIDENCE OF THE DISEASE IN ONE FOURTH OF THEIR SIBLINGS CLASSIFICATION OF THE DISEASE AS AN AUTOSOMAL RECESSIVE GENETIC DISORDER SUGGESTS THAT THE CONCEPT OF AN ABNORMAL GENE RELATED TO ALTERATION IN A SINGLE ENZYME SHOULD APPLY THE DIAGNOSIS OF CYSTIC FIBROSIS IN CHILDHOOD IS AN OVERWHELMING EVEN TO THE PATIENT AND HIS FAMILY
299;DIARRHOEA CAN BE DEFINED AS THE PASSAGE OF LOOSE STOOLS AND INCREASED BOWEL FREQUENCY ABOVE THE ACCEPTED NORM FOR THE INDIVIDUAL AND RESULTING IN EXCESS LOSS OF WATER AND ELECTROLYTES IN THE FAECES IT MAY OR MAY NOT BE ASSOCIATED WITH STEATORRHEA FATTY STOOLS HISTORY PLAYS A VITAL PART IN THE DIAGNOSIS OF GASTRO INTESTINAL DISEASE IN CHILDREN TIME SPENT HERE IS OFTEN MORE REWARDING THAN A BATTERY OF SPECIALISED INVESTIGATIONS ONE MUST BE CLEAR WHAT THE PARENT MEANS BY DIARRHOEA AS TERMINOLOGY AMONG DOCTORS NURSES AND PARENTS IS OFTEN CONFUSING WHEN DEALING WITH CHILDREN ONE MUST ALWAYS ADOPT A COMPREHENSIVE APPROACH AND CONSIDER THE WHOLE CHILD AND HIS FAMILY COMMON CAUSES MECHANISMS AND CONSEQUENCES ARE DISCUSSED SOME OF THE COMMON CAUSES OF DIARRHOEA ARE CYSTIC FIBROSIS GLUTEN INDUCED ENTEROPATHY COELIAC DISEASE GIARDIA LAMBLIA SUGAR INTOLERANCE GASTRO INTESTINAL ALLERGY AND IRRITABLE BOWEL SYNDROME
300;FIBROCYSTIC DISEASE IS A COMMON DISEASE OF CHILDHOOD AND THE PANCREAS IS ABNORMAL IN OF THESE CASES THERE IS FIBROSIS WITH ATROPHY OF THE EXOCRINE PARENCHYMAL TISSUE BUT ISLET CELL TISSUE IS RARELY INVOLVED MUCOUS GLANDS THROUGHOUT THE BODY ARE GROSSLY DISTENDED AND THEY SECRETE AN ABNORMAL VISCID MUCUS SWEAT GLANDS APPEAR NORMAL BUT THEY SECRETE SWEAT WITH AN ABNORMALLY HIGH CONCENTRATION OF ELECTROLYTES A CHARACTERISTIC FEATURE OF THE DISEASE IS THE WIDESPREAD CHRONIC BRONCHIOLITIS THIS IS DUE TO THE STAPHYLOCOCCUS AUREUS WHICH GROW BEST IN A SALT RICH MEDIUM
301;FROM A HISTORICAL VIEW CYSTIC FIBROSIS CF HAS BEEN CONSIDERED A DISEASE OF THE PANCREAS WHICH RESULTS IN MALDIGESTION AND LOSS OF FAT AND NITROGEN IN THE STOOL A NUMBER OF EARLY SYNONYMS INCLUDED CONGENITAL STEATORRHEA PANCREATIC INFANTILISM AND PANCREATIC FIBROSIS THE CONCERN OF THE PEDIATRICIAN IN THE LATE S AND EARLY S WAS TO DISTINGUISH NONFATAL CELIAC DISEASE FROM FATAL CYSTIC FIBROSIS IN SHWACHMAN PRESENTED CLINICAL AND LABORATORY FEATURES THAT DISTINGUISH THESE TWO ENTITIES TODAY ONE IS NOT JUSTIFIED IN MAKING A DIAGNOSIS OF CELIAC DISEASE WITHOUT A CONFIRMATORY SMALL INTESTINAL BIOPSY COUPLED WITH A NORMAL SWEAT TEST A NUMBER OF GASTROINTESTINAL COMPLICATIONS IN CYSTIC FIBROSIS ARE EXAMINED MECONIUM ILEUS INTESTINAL OBSTRUCTION PANCREATIC INSUFFICIENCY LACTASE DEFICIENCY INTESTINAL IMPACTION INTUSSUSCEPTION RECTAL PROLAPSE GROWTH RETARDATION EXCESSIVE APPETITE CIRRHOSIS AND PORTAL HYPERTENSION GALLBLADDER PROBLEMS AND DIABETES THE ARTICLE CLOSES BY RECORDING THE INDICATIONS FOR THE SWEAT TEST
302;THE IN VITRO ELECTRICAL PROPERTIES OF RAT JEJUNUM WERE UTILIZED TO ASSAY A FACTOR OR FACTORS IN SERUM FROM PATIENTS WITH CYSTIC FIBROSIS CF SERA FROM PATIENTS WITH CF WERE FOUND TO DECREASE SHORT CIRCUIT CURRENT SCC AND THE SCC RESPONSE TO GLUCOSE AND TO INCREASE ELECTRICAL RESISTANCE THESE EFFECTS WERE PRESENT IN ALL PATIENTS WITH CF AND OF PARENTS OF CF PATIENTS AND ABSENT FROM THE SERUM OF CONTROL SUBJECTS THIS QUANTITATIVE TECHNIQUE PROVIDES AN ALTERNATIVE TO THE CILIOSTATIC ASSAYS FOR THE DETECTION OF THE CF FACTOR OR FACTORS
303;A STUDY HAS BEEN MADE OF THE EFFECT OF SALIVA FROM CHILDREN WITH CYSTIC FIBROSIS OF THE PANCREAS CFP ON VARIOUS COMPONENTS OF THE ATP HYDROLYZING ENZYME SYSTEM THE OUABAIN SENSITIVE ATPASE ACTIVITY OF ERYTHROCYTE MEMBRANES PREPARED FROM INTACT ERYTHROCYTES PREINCUBATED WITH CFP SALIVA WAS NMOL PI MG FRY WT MEMBRANE SUSPENSION HR COMPARED WITH NMOL PI MG DRY WT MEMBRANE SUSPENSION HR WHEN THE ERYTHROCYTES WERE PREINCUBATED WITH CONTROL SALIVA A CALCIUM ACTIVATED COMPONENT OF ATPASE WAS DECREASED FROM NMOL PI MG DRY WT MEMBRANE SUSPENSION HR IN ERYTHROCYTES PREINCUBATED WITH CONTROL SALIVA TO NMOL PI MG DRY WT MEMBRANE SUSPENSION HR WHEN THE INCUBATION WAS CARRIED OUT WITH CFP SALIVA IN A SECOND SERIES OF EXPERIMENTS ULTRAFILTERED SALIVA WAS ADDED DIRECTLY TO AN ATPASE ASSAY THE SALIVA FROM CHILDREN WITH CFP BROUGHT ABOUT A MEAN DECREASE IN OUABAIN SENSITIVE ATPASE OF COMPARED WITH CONTROL SALIVA
304;WE HAVE DEVELOPED A STANDARDIZED BIOPHYSICAL ASSAY FOR THE RAPID DETECTION OF INDIVIDUALS HOMOZYGOUS OR HETEROZYGOUS FOR CYSTIC FIBROSIS C F THE ASSAY EMPLOYS ISOELECTRIC FOCUSING IN THIN LAYER POLYACRYLAMIDE GELS TO ANALYZE MICROLITER QUANTITIES OF WHOLE SERUM FOR THE PRESENCE OF A C F FACTOR PROTEIN AND FOR DELETIONS IN A GROUP OF PROTEINS CALLED PROTEINS B C AND D FIG A PH GRADIENT IS USED FIG AND EACH SAMPLE IS SCREENED USING A SERUM VOLUME WHICH CONTAINS G IMMUNOGLOBULIN G IGG INDIVIDUALS HOMOZYGOUS OR HETEROZYGOUS FOR C F ARE DISTINGUISHED FROM NORMAL UNAFFECTED INDIVIDUALS ON THE BASIS OF THE PRESENCE OF A C F FACTOR PROTEIN BAND TABLE HETEROZYGOUS CARRIERS FOR C F ARE DISTINGUISHED FROM C F HOMOZYGOTES PERCENT OF THE TIME ON THE BASIS OF A DELETION IN EITHER BAND B C OR D TABLE ON THE BASIS OF SCREENING PATIENTS WITH CYSTIC FIBROSIS HETEROZYGOUS CARRIERS FOR C F AND NORMAL CONTROL SUBJECTS IT WAS CONCLUDED THAT NO OBVIOUS CORRELATION EXISTED BETWEEN EITHER SEX AGE OR SEVERITY OF THE DISEASE IN THE INDIVIDUAL C F PATIENT AND THE ABSOLUTE PRESENCE OR ABSENCE OF THE C F FACTOR IN ADDITION NO CORRELATION EXISTED BETWEEN SEX OR AGE AND THE PRESENCE OF THE C F FACTOR OR DELETIONS IN PROTEINS B C AND D IN THE INDIVIDUAL HETEROZYGOUS CARRIER FOR C F OR NORMAL CONTROL SUBJECTS ANALYSIS OF SERUM SAMPLES FROM PATIENTS WITH A VARIETY OF OTHER DISEASES MANY WITH CLINICAL SYMPTOMS RESEMBLING THOSE SEEN IN THE PATIENT WITH CYSTIC FIBROSIS TABLE INDICATED THAT THE C F FACTOR PROTEIN DESCRIBED IN THIS STUDY APPEARS TO BE DIAGNOSTIC FOR C F GENOTYPES WITH THE POSSIBLE EXCEPTION OF PATIENTS WITH CERTAIN TYPES OF LEUKEMIA
